FrameNumber, ObjectNumber,Range,Velocity,PeakValue,x,y
0,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0.234375,0.000000,27.000000,0.029297,0.232422
1,2,0.281250,0.000000,68.000000,0.044922,0.277344
1,3,0.328125,0.000000,92.000000,0.062500,0.322266
1,4,0.375000,0.000000,73.000000,0.082031,0.365234
1,5,0.421875,0.000000,25.000000,0.091797,0.412109
1,6,0.281250,0.125003,163.000000,0.035156,0.279297
1,7,0.328125,0.125003,208.000000,0.050781,0.324219
1,8,0.375000,0.125003,157.000000,0.070312,0.369141
1,9,0.281250,0.250007,64.000000,0.035156,0.279297
1,10,0.328125,0.250007,86.000000,0.050781,0.324219
1,11,0.375000,0.250007,66.000000,0.070312,0.369141
2,1,0.234375,0.000000,27.000000,0.029297,0.232422
2,2,0.281250,0.000000,68.000000,0.044922,0.277344
2,3,0.328125,0.000000,92.000000,0.062500,0.322266
2,4,0.375000,0.000000,73.000000,0.082031,0.365234
2,5,0.421875,0.000000,25.000000,0.091797,0.412109
2,6,0.281250,0.125003,163.000000,0.035156,0.279297
2,7,0.328125,0.125003,208.000000,0.050781,0.324219
2,8,0.375000,0.125003,157.000000,0.070312,0.369141
2,9,0.281250,0.250007,64.000000,0.035156,0.279297
2,10,0.328125,0.250007,86.000000,0.050781,0.324219
2,11,0.375000,0.250007,66.000000,0.070312,0.369141
3,1,0.234375,0.000000,27.000000,0.029297,0.232422
3,2,0.281250,0.000000,68.000000,0.044922,0.277344
3,3,0.328125,0.000000,92.000000,0.062500,0.322266
3,4,0.375000,0.000000,73.000000,0.082031,0.365234
3,5,0.421875,0.000000,25.000000,0.091797,0.412109
3,6,0.281250,0.125003,163.000000,0.035156,0.279297
3,7,0.328125,0.125003,208.000000,0.050781,0.324219
3,8,0.375000,0.125003,157.000000,0.070312,0.369141
3,9,0.281250,0.250007,64.000000,0.035156,0.279297
3,10,0.328125,0.250007,86.000000,0.050781,0.324219
3,11,0.375000,0.250007,66.000000,0.070312,0.369141
4,1,0.234375,0.000000,36.000000,0.044922,0.230469
4,2,0.281250,0.000000,62.000000,0.044922,0.277344
4,3,0.328125,0.000000,32.000000,0.103516,0.312500
4,4,0.375000,0.000000,88.000000,0.093750,0.363281
4,5,0.421875,0.000000,47.000000,0.105469,0.408203
4,6,0.234375,-0.250007,30.000000,0.044922,0.230469
4,7,0.281250,-0.250007,53.000000,0.052734,0.275391
4,8,0.375000,-0.250007,73.000000,0.105469,0.359375
4,9,0.421875,-0.250007,39.000000,0.119141,0.404297
4,10,0.234375,-0.125003,80.000000,0.037109,0.232422
4,11,0.281250,-0.125003,138.000000,0.044922,0.277344
4,12,0.375000,-0.125003,177.000000,0.093750,0.363281
4,13,0.421875,-0.125003,96.000000,0.091797,0.412109
4,14,0.328125,0.000000,29.000000,-0.009766,0.328125
5,1,0.328125,0.000000,164.000000,0.072266,0.320312
5,2,0.375000,0.000000,205.000000,0.082031,0.365234
5,3,0.421875,0.000000,86.000000,0.091797,0.412109
5,4,0.281250,-0.250007,38.000000,0.080078,0.269531
5,5,0.328125,-0.250007,146.000000,0.082031,0.318359
