FrameNumber, ObjectNumber,Range,Velocity,PeakValue,x,y
0,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0.187500,0.000000,35.000000,-0.058594,0.177734
1,2,0.234375,0.000000,43.000000,-0.074219,0.222656
1,3,0.187500,0.125003,62.000000,-0.052734,0.179688
1,4,0.234375,0.125003,76.000000,-0.066406,0.224609
1,5,0.187500,-0.250007,40.000000,-0.046875,0.181641
1,6,0.234375,-0.250007,50.000000,-0.058594,0.226562
1,7,0.140625,-0.125003,32.000000,-0.044922,0.132812
1,8,0.187500,-0.125003,123.000000,-0.058594,0.177734
1,9,0.234375,-0.125003,150.000000,-0.066406,0.224609
1,10,0.281250,-0.125003,65.000000,-0.070312,0.271484
2,1,0.187500,0.000000,35.000000,-0.058594,0.177734
2,2,0.234375,0.000000,43.000000,-0.074219,0.222656
2,3,0.187500,0.125003,62.000000,-0.052734,0.179688
2,4,0.234375,0.125003,76.000000,-0.066406,0.224609
2,5,0.187500,-0.250007,40.000000,-0.046875,0.181641
2,6,0.234375,-0.250007,50.000000,-0.058594,0.226562
2,7,0.140625,-0.125003,32.000000,-0.044922,0.132812
2,8,0.187500,-0.125003,123.000000,-0.058594,0.177734
2,9,0.234375,-0.125003,150.000000,-0.066406,0.224609
2,10,0.281250,-0.125003,65.000000,-0.070312,0.271484
3,1,0.140625,0.000000,21.000000,-0.044922,0.132812
3,2,0.187500,0.000000,79.000000,-0.064453,0.175781
3,3,0.234375,0.000000,97.000000,-0.080078,0.220703
3,4,0.281250,0.000000,54.000000,-0.087891,0.267578
3,5,0.187500,0.125003,55.000000,-0.064453,0.175781
3,6,0.234375,0.125003,65.000000,-0.080078,0.220703
3,7,0.140625,-0.250007,19.000000,-0.044922,0.132812
3,8,0.187500,-0.250007,70.000000,-0.058594,0.177734
3,9,0.234375,-0.250007,85.000000,-0.074219,0.222656
3,10,0.281250,-0.250007,45.000000,-0.087891,0.267578
3,11,0.140625,-0.125003,54.000000,-0.048828,0.132812
3,12,0.187500,-0.125003,191.000000,-0.064453,0.175781
3,13,0.234375,-0.125003,232.000000,-0.080078,0.220703
3,14,0.281250,-0.125003,125.000000,-0.097656,0.263672
4,1,0.140625,0.000000,21.000000,-0.044922,0.132812
4,2,0.187500,0.000000,79.000000,-0.064453,0.175781
4,3,0.234375,0.000000,97.000000,-0.080078,0.220703
4,4,0.281250,0.000000,54.000000,-0.087891,0.267578
4,5,0.187500,0.125003,55.000000,-0.064453,0.175781
4,6,0.234375,0.125003,65.000000,-0.080078,0.220703
4,7,0.140625,-0.250007,19.000000,-0.044922,0.132812
4,8,0.187500,-0.250007,70.000000,-0.058594,0.177734
4,9,0.234375,-0.250007,85.000000,-0.074219,0.222656
4,10,0.281250,-0.250007,45.000000,-0.087891,0.267578
4,11,0.140625,-0.125003,54.000000,-0.048828,0.132812
4,12,0.187500,-0.125003,191.000000,-0.064453,0.175781
4,13,0.234375,-0.125003,232.000000,-0.080078,0.220703
