FrameNumber, ObjectNumber,Range,Velocity,PeakValue,x,y
0,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0.468750,0.000000,501.000000,-0.263672,0.386719
1,2,0.515625,0.000000,619.000000,-0.291016,0.425781
1,3,0.562500,0.000000,277.000000,-0.316406,0.464844
1,4,0.609375,0.000000,23.000000,-0.361328,0.490234
1,5,0.656250,0.000000,62.000000,-0.287109,0.589844
1,6,0.468750,0.125003,925.000000,-0.263672,0.386719
1,7,0.515625,0.125003,1143.000000,-0.291016,0.425781
1,8,0.562500,0.125003,510.000000,-0.316406,0.464844
1,9,0.609375,0.125003,49.000000,-0.380859,0.476562
1,10,0.656250,0.125003,129.000000,-0.308594,0.580078
1,11,0.468750,0.250007,495.000000,-0.279297,0.376953
1,12,0.515625,0.250007,612.000000,-0.306641,0.414062
1,13,0.562500,0.250007,272.000000,-0.333984,0.453125
1,14,0.656250,0.250007,53.000000,-0.308594,0.580078
1,15,0.609375,-0.125003,16.000000,-0.208984,0.572266
1,16,0.609375,0.125003,39.000000,-0.152344,0.589844
2,1,0.468750,0.000000,240.000000,-0.292969,0.365234
2,2,0.515625,0.000000,333.000000,-0.322266,0.402344
2,3,0.562500,0.000000,172.000000,-0.351562,0.439453
2,4,0.515625,0.125003,644.000000,-0.337891,0.388672
2,5,0.562500,0.125003,333.000000,-0.369141,0.423828
2,6,0.515625,0.250007,295.000000,-0.337891,0.388672
2,7,0.562500,0.250007,151.000000,-0.369141,0.423828
2,8,0.609375,-0.250007,18.000000,0.115234,0.599609
2,9,0.562500,-0.125003,30.000000,0.070312,0.558594
2,10,0.609375,0.125003,40.000000,-0.361328,0.490234
3,1,0.468750,0.000000,240.000000,-0.292969,0.365234
3,2,0.515625,0.000000,333.000000,-0.322266,0.402344
3,3,0.562500,0.000000,172.000000,-0.351562,0.439453
3,4,0.515625,0.125003,644.000000,-0.337891,0.388672
3,5,0.562500,0.125003,333.000000,-0.369141,0.423828
3,6,0.515625,0.250007,295.000000,-0.337891,0.388672
3,7,0.562500,0.250007,151.000000,-0.369141,0.423828
3,8,0.609375,-0.250007,18.000000,0.115234,0.599609
3,9,0.562500,-0.125003,30.000000,0.070312,0.558594
3,10,0.609375,0.125003,40.000000,-0.361328,0.490234
3,11,0.562500,-0.125003,29.000000,-0.386719,0.408203
4,1,0.515625,0.000000,70.000000,-0.273438,0.437500
4,2,0.562500,0.000000,33.000000,-0.298828,0.476562
4,3,0.515625,0.125003,258.000000,-0.273438,0.437500
4,4,0.562500,0.125003,125.000000,-0.298828,0.476562
4,5,0.515625,0.250007,91.000000,-0.291016,0.425781
4,6,0.562500,0.250007,45.000000,-0.316406,0.464844
4,7,0.515625,-0.125003,148.000000,-0.273438,0.437500
4,8,0.562500,-0.125003,73.000000,-0.298828,0.476562
4,9,0.609375,-0.125003,18.000000,-0.267578,0.548828
5,1,0.515625,0.000000,70.000000,-0.273438,0.437500
5,2,0.562500,0.000000,33.000000,-0.298828,0.476562
5,3,0.515625,0.125003,258.000000,-0.273438,0.437500
5,4,0.562500,0.125003,125.000000,-0.298828,0.476562
5,5,0.515625,0.250007,91.000000,-0.291016,0.425781
5,6,0.562500,0.250007,45.000000,-0.316406,0.464844
5,7,0.515625,-0.125003,148.000000,-0.273438,0.437500
5,8,0.562500,-0.125003,73.000000,-0.298828,0.476562
5,9,0.609375,-0.125003,18.000000,-0.267578,0.548828
6,1,0.515625,0.000000,83.000000,-0.257812,0.447266
6,2,0.562500,0.000000,40.000000,-0.281250,0.486328
6,3,0.562500,0.125003,72.000000,-0.298828,0.476562
6,4,0.562500,0.250007,22.000000,-0.298828,0.476562
6,5,0.515625,-0.250007,101.000000,-0.242188,0.455078
6,6,0.562500,-0.250007,49.000000,-0.263672,0.496094
6,7,0.515625,-0.125003,293.000000,-0.257812,0.447266
6,8,0.562500,-0.125003,140.000000,-0.281250,0.486328
7,1,0.515625,0.000000,154.000000,-0.242188,0.455078
7,2,0.562500,0.000000,70.000000,-0.263672,0.496094
7,3,0.609375,0.125003,36.000000,-0.152344,0.589844
7,4,0.562500,-0.250007,58.000000,-0.263672,0.496094
7,5,0.562500,-0.125003,137.000000,-0.281250,0.486328
7,6,0.609375,-0.125003,124.000000,-0.115234,0.599609
8,1,0.468750,0.000000,657.000000,-0.250000,0.396484
8,2,0.515625,0.000000,837.000000,-0.291016,0.425781
8,3,0.562500,0.000000,383.000000,-0.316406,0.464844
8,4,0.562500,0.125003,23.000000,-0.351562,0.439453
8,5,0.468750,-0.250007,648.000000,-0.250000,0.396484
8,6,0.515625,-0.250007,822.000000,-0.273438,0.437500
8,7,0.562500,-0.250007,377.000000,-0.298828,0.476562
8,8,0.468750,-0.125003,1213.000000,-0.263672,0.386719
8,9,0.515625,-0.125003,1532.000000,-0.291016,0.425781
8,10,0.562500,-0.125003,701.000000,-0.333984,0.453125
8,11,0.609375,-0.250007,78.000000,-0.267578,0.548828
9,1,0.468750,0.000000,583.000000,-0.279297,0.376953
9,2,0.515625,0.000000,703.000000,-0.306641,0.414062
9,3,0.562500,0.000000,309.000000,-0.333984,0.453125
9,4,0.468750,0.125003,135.000000,-0.279297,0.376953
9,5,0.515625,0.125003,158.000000,-0.306641,0.414062
9,6,0.562500,0.125003,66.000000,-0.333984,0.453125
9,7,0.468750,-0.375010,583.000000,-0.292969,0.365234
9,8,0.515625,-0.375010,716.000000,-0.306641,0.414062
9,9,0.562500,-0.375010,321.000000,-0.333984,0.453125
9,10,0.609375,-0.375010,36.000000,-0.115234,0.599609
9,11,0.468750,-0.250007,1686.000000,-0.279297,0.376953
9,12,0.515625,-0.250007,2089.000000,-0.306641,0.414062
9,13,0.562500,-0.250007,940.000000,-0.316406,0.464844
9,14,0.468750,-0.125003,1595.000000,-0.292969,0.365234
9,15,0.515625,-0.125003,1962.000000,-0.322266,0.402344
9,16,0.562500,-0.125003,874.000000,-0.333984,0.453125
9,17,0.609375,-0.375010,33.000000,-0.343750,0.503906
10,1,0.562500,0.000000,52.000000,-0.070312,0.558594
10,2,0.562500,0.125003,16.000000,0.035156,0.560547
10,3,0.468750,-0.625017,100.000000,-0.250000,0.396484
10,4,0.515625,-0.625017,93.000000,-0.273438,0.437500
10,5,0.562500,-0.625017,29.000000,-0.298828,0.476562
10,6,0.421875,-0.500013,476.000000,-0.210938,0.365234
10,7,0.468750,-0.500013,1185.000000,-0.234375,0.406250
10,8,0.515625,-0.500013,1064.000000,-0.257812,0.447266
10,9,0.562500,-0.500013,319.000000,-0.281250,0.486328
10,10,0.468750,-0.375010,2033.000000,-0.250000,0.396484
10,11,0.515625,-0.375010,1789.000000,-0.273438,0.437500
10,12,0.562500,-0.375010,524.000000,-0.298828,0.476562
10,13,0.515625,-0.250007,888.000000,-0.273438,0.437500
10,14,0.562500,-0.250007,272.000000,-0.298828,0.476562
10,15,0.562500,-0.125003,121.000000,-0.087891,0.554688
10,16,0.562500,0.125003,13.000000,-0.351562,0.439453
11,1,0.562500,0.000000,41.000000,-0.017578,0.562500
11,2,0.375000,-0.750020,54.000000,-0.222656,0.302734
11,3,0.421875,-0.750020,217.000000,-0.224609,0.357422
11,4,0.468750,-0.750020,327.000000,-0.234375,0.406250
11,5,0.515625,-0.750020,196.000000,-0.242188,0.455078
11,6,0.562500,-0.750020,36.000000,-0.281250,0.486328
11,7,0.421875,-0.625017,903.000000,-0.210938,0.365234
11,8,0.468750,-0.625017,1469.000000,-0.234375,0.406250
11,9,0.515625,-0.625017,879.000000,-0.273438,0.437500
11,10,0.562500,-0.625017,141.000000,-0.298828,0.476562
11,11,0.421875,-0.500013,1035.000000,-0.197266,0.373047
11,12,0.468750,-0.500013,1643.000000,-0.234375,0.406250
11,13,0.515625,-0.500013,957.000000,-0.257812,0.447266
11,14,0.562500,-0.500013,141.000000,-0.298828,0.476562
11,15,0.562500,-0.375010,117.000000,-0.087891,0.554688
11,16,0.562500,-0.250007,209.000000,-0.070312,0.558594
11,17,0.562500,-0.125003,158.000000,-0.052734,0.560547
11,18,0.375000,-0.750020,43.000000,-0.351562,0.130859
12,1,0.562500,0.000000,69.000000,-0.035156,0.560547
12,2,0.375000,-1.000027,192.000000,-0.234375,0.292969
12,3,0.421875,-1.000027,382.000000,-0.263672,0.330078
12,4,0.468750,-1.000027,279.000000,-0.292969,0.365234
12,5,0.515625,-1.000027,61.000000,-0.322266,0.402344
12,6,0.375000,-0.875023,418.000000,-0.234375,0.292969
12,7,0.421875,-0.875023,824.000000,-0.263672,0.330078
12,8,0.468750,-0.875023,583.000000,-0.308594,0.353516
12,9,0.515625,-0.875023,115.000000,-0.337891,0.388672
12,10,0.375000,-0.750020,392.000000,-0.199219,0.318359
12,11,0.421875,-0.750020,713.000000,-0.224609,0.357422
12,12,0.468750,-0.750020,429.000000,-0.250000,0.396484
12,13,0.421875,-0.625017,516.000000,-0.197266,0.373047
12,14,0.468750,-0.625017,329.000000,-0.205078,0.421875
12,15,0.562500,-0.375010,244.000000,-0.070312,0.558594
12,16,0.562500,-0.250007,307.000000,-0.070312,0.558594
12,17,0.562500,-0.125003,88.000000,-0.140625,0.544922
12,18,0.609375,-0.125003,352.000000,-0.171875,0.583984
13,1,0.562500,0.000000,54.000000,-0.105469,0.552734
13,2,0.328125,0.875023,167.000000,-0.255859,0.205078
13,3,0.375000,0.875023,455.000000,-0.292969,0.234375
13,4,0.421875,0.875023,458.000000,-0.330078,0.263672
13,5,0.468750,0.875023,163.000000,-0.367188,0.292969
13,6,0.328125,-1.000027,168.000000,-0.195312,0.263672
13,7,0.375000,-1.000027,520.000000,-0.222656,0.302734
13,8,0.421875,-1.000027,571.000000,-0.250000,0.339844
13,9,0.468750,-1.000027,229.000000,-0.279297,0.376953
13,10,0.375000,-0.875023,338.000000,-0.140625,0.347656
13,11,0.421875,-0.875023,389.000000,-0.185547,0.378906
13,12,0.328125,-0.750020,214.000000,-0.123047,0.304688
13,13,0.375000,-0.750020,661.000000,-0.140625,0.347656
13,14,0.421875,-0.750020,690.000000,-0.158203,0.390625
13,15,0.468750,-0.750020,239.000000,-0.175781,0.435547
13,16,0.421875,-0.625017,329.000000,-0.185547,0.378906
13,17,0.562500,-0.500013,57.000000,-0.070312,0.558594
13,18,0.562500,-0.375010,357.000000,-0.070312,0.558594
13,19,0.562500,-0.250007,485.000000,-0.052734,0.560547
13,20,0.562500,-0.125003,200.000000,-0.035156,0.560547
13,21,0.562500,0.000000,38.000000,0.087891,0.554688
13,22,0.609375,0.000000,142.000000,-0.132812,0.593750
13,23,0.421875,0.875023,325.000000,-0.171875,0.384766
13,24,0.468750,0.875023,133.000000,-0.191406,0.427734
13,25,0.609375,-0.500013,158.000000,-0.285156,0.539062
14,1,0.562500,0.000000,37.000000,-0.070312,0.558594
14,2,0.281250,0.375010,142.000000,-0.246094,0.136719
14,3,0.328125,0.375010,230.000000,-0.287109,0.158203
14,4,0.375000,0.375010,135.000000,-0.328125,0.181641
14,5,0.234375,0.500013,29.000000,-0.205078,0.113281
14,6,0.281250,0.500013,186.000000,-0.246094,0.136719
14,7,0.328125,0.500013,321.000000,-0.287109,0.158203
14,8,0.375000,0.500013,202.000000,-0.316406,0.201172
14,9,0.421875,0.500013,34.000000,-0.355469,0.226562
14,10,0.281250,0.625017,123.000000,-0.238281,0.150391
14,11,0.328125,0.625017,259.000000,-0.267578,0.191406
14,12,0.375000,0.625017,206.000000,-0.304688,0.218750
14,13,0.421875,0.625017,54.000000,-0.330078,0.263672
14,14,0.281250,0.750020,138.000000,-0.203125,0.195312
14,15,0.328125,0.750020,459.000000,-0.236328,0.228516
14,16,0.375000,0.750020,523.000000,-0.257812,0.271484
14,17,0.421875,0.750020,210.000000,-0.291016,0.306641
14,18,0.281250,0.875023,188.000000,-0.193359,0.205078
14,19,0.328125,0.875023,654.000000,-0.226562,0.238281
14,20,0.375000,0.875023,746.000000,-0.257812,0.271484
14,21,0.421875,0.875023,291.000000,-0.302734,0.292969
14,22,0.328125,-1.000027,308.000000,-0.185547,0.271484
14,23,0.375000,-1.000027,342.000000,-0.222656,0.302734
14,24,0.328125,-0.875023,470.000000,-0.113281,0.308594
14,25,0.375000,-0.875023,678.000000,-0.128906,0.351562
14,26,0.421875,-0.875023,362.000000,-0.144531,0.396484
14,27,0.328125,-0.750020,626.000000,-0.103516,0.312500
14,28,0.375000,-0.750020,928.000000,-0.117188,0.355469
14,29,0.421875,-0.750020,503.000000,-0.132812,0.400391
14,30,0.656250,-0.750020,97.000000,-0.328125,0.568359
14,31,0.609375,-0.500013,80.000000,0.132812,0.593750
14,32,0.562500,-0.375010,272.000000,-0.052734,0.560547
14,33,0.562500,-0.250007,547.000000,-0.052734,0.560547
14,34,0.562500,-0.125003,341.000000,-0.070312,0.558594
14,35,0.421875,0.500013,32.000000,-0.197266,0.373047
14,36,0.375000,0.625017,150.000000,-0.152344,0.341797
14,37,0.421875,0.625017,47.000000,-0.158203,0.390625
14,38,0.421875,0.750020,162.000000,-0.132812,0.400391
14,39,0.375000,0.875023,535.000000,-0.117188,0.355469
14,40,0.421875,0.875023,238.000000,-0.132812,0.400391
14,41,0.656250,-0.375010,676.000000,-0.267578,0.599609
15,1,0.187500,0.500013,37.000000,-0.146484,0.117188
15,2,0.234375,0.500013,140.000000,-0.191406,0.136719
15,3,0.281250,0.500013,180.000000,-0.228516,0.164062
15,4,0.328125,0.500013,86.000000,-0.267578,0.191406
15,5,0.187500,0.625017,42.000000,-0.152344,0.109375
15,6,0.234375,0.625017,145.000000,-0.191406,0.136719
15,7,0.281250,0.625017,173.000000,-0.238281,0.150391
15,8,0.328125,0.625017,76.000000,-0.277344,0.175781
15,9,0.234375,0.875023,88.000000,-0.162109,0.169922
15,10,0.281250,0.875023,254.000000,-0.193359,0.205078
15,11,0.328125,0.875023,279.000000,-0.214844,0.248047
15,12,0.281250,-1.000027,255.000000,-0.132812,0.248047
15,13,0.328125,-1.000027,338.000000,-0.154297,0.289062
15,14,0.328125,-0.625017,683.000000,-0.082031,0.318359
15,15,0.375000,-0.625017,587.000000,-0.093750,0.363281
15,16,0.328125,-0.500013,424.000000,-0.082031,0.318359
15,17,0.609375,-0.500013,155.000000,-0.132812,0.593750
15,18,0.562500,-0.375010,92.000000,-0.070312,0.558594
15,19,0.562500,-0.250007,193.000000,-0.052734,0.560547
15,20,0.562500,-0.125003,148.000000,-0.070312,0.558594
16,1,0.140625,0.875023,71.000000,-0.074219,0.119141
16,2,0.187500,0.875023,206.000000,-0.105469,0.154297
16,3,0.234375,0.875023,257.000000,-0.138672,0.189453
16,4,0.281250,0.875023,154.000000,-0.167969,0.226562
16,5,0.140625,-1.000027,80.000000,-0.052734,0.130859
16,6,0.187500,-1.000027,245.000000,-0.070312,0.173828
16,7,0.234375,-1.000027,266.000000,-0.087891,0.216797
16,8,0.281250,-1.000027,110.000000,-0.123047,0.253906
16,9,0.187500,-0.875023,96.000000,-0.070312,0.173828
16,10,0.234375,-0.875023,149.000000,-0.066406,0.224609
16,11,0.281250,-0.875023,209.000000,-0.080078,0.269531
16,12,0.234375,-0.750020,412.000000,-0.050781,0.228516
16,13,0.281250,-0.750020,786.000000,-0.062500,0.275391
16,14,0.328125,-0.750020,544.000000,-0.082031,0.318359
16,15,0.234375,-0.625017,563.000000,-0.058594,0.226562
16,16,0.281250,-0.625017,1045.000000,-0.070312,0.271484
16,17,0.328125,-0.625017,704.000000,-0.082031,0.318359
16,18,0.234375,-0.500013,254.000000,-0.050781,0.228516
16,19,0.281250,-0.500013,478.000000,-0.062500,0.275391
16,20,0.562500,-0.375010,51.000000,-0.140625,0.544922
16,21,0.609375,-0.250007,164.000000,-0.132812,0.593750
16,22,0.562500,-0.375010,43.000000,0.052734,0.560547
16,23,0.609375,-0.375010,147.000000,-0.152344,0.589844
17,1,0.140625,0.000000,107.000000,0.000000,0.140625
